date,county code,number of cold case,county name
2016-09-18,11110.0,134.0,Jongno
2016-09-19,11110.0,1295.0,Jongno
2016-09-20,11110.0,953.0,Jongno
2016-09-21,11110.0,945.0,Jongno
2016-09-22,11110.0,883.0,Jongno
2016-09-23,11110.0,924.0,Jongno
2016-09-24,11110.0,687.0,Jongno
2016-09-25,11110.0,111.0,Jongno
2016-09-26,11110.0,1119.0,Jongno
2016-09-27,11110.0,708.0,Jongno
2016-09-28,11110.0,689.0,Jongno
2016-09-29,11110.0,685.0,Jongno
2016-09-30,11110.0,848.0,Jongno
2016-10-01,11110.0,694.0,Jongno
2016-10-02,11110.0,91.0,Jongno
2016-10-03,11110.0,151.0,Jongno
2016-10-04,11110.0,1133.0,Jongno
2016-10-05,11110.0,812.0,Jongno
2016-10-06,11110.0,754.0,Jongno
2016-10-07,11110.0,901.0,Jongno
2016-10-08,11110.0,631.0,Jongno
2016-10-09,11110.0,127.0,Jongno
2016-10-10,11110.0,1334.0,Jongno
2016-10-11,11110.0,940.0,Jongno
2016-10-12,11110.0,909.0,Jongno
